ID_Cliente,Evasion,Genero,AdultoMayor,TienePareja,Dependientes,MesesAntiguedad,ServicioTelefonico,LineasMultiples,ServicioInternet,SeguridadEnLinea,RespaldoEnLinea,ProteccionDispositivo,SoporteTecnico,StreamingTV,StreamingPeliculas,TipoContrato,FacturaElectronica,MetodoPago,CuentasDiarias,CargoMensual,CargoTotal
7919-ZODZZ,No,Femenino,No,Sí,Sí,10,Sí,No,DSL,No,Sí,Sí,No,No,Sí,Un año,Sí,Cheque por correo,2.2,65.9,660.05
7921-BEPCI,No,Femenino,No,No,No,72,Sí,Sí,DSL,Sí,Sí,No,No,No,No,Dos años,No,Transferencia bancaria (automática),1.99,59.75,4265.0
7921-LMDFQ,No,Masculino,Sí,No,No,51,Sí,No,Fibra óptica,No,No,Sí,No,Sí,Sí,Un año,Sí,Transferencia bancaria (automática),3.13,94.0,4905.75
7923-IYJWY,No,Masculino,Sí,No,No,67,Sí,Sí,Fibra óptica,Sí,Sí,Sí,Sí,Sí,Sí,Dos años,Sí,Tarjeta de crédito (automático),3.87,116.1,7839.85
7924-GJZFI,No,Femenino,Sí,Sí,No,25,Sí,No,Fibra óptica,No,No,No,No,No,No,Mensual,Sí,Cheque electrónico,2.31,69.3,1813.1
7925-PNRGI,No,Femenino,No,Sí,Sí,45,Sí,Sí,DSL,Sí,Sí,Sí,Sí,Sí,No,Mensual,No,Cheque por correo,2.71,81.3,3541.1
7926-IJOOU,No,Masculino,No,No,No,1,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Tarjeta de crédito (automático),0.64,19.3,19.3
7927-AUXBZ,Sí,Femenino,No,No,No,30,Sí,No,Fibra óptica,No,No,No,Sí,Sí,No,Mensual,No,Cheque electrónico,2.84,85.15,2555.9
7928-VJYAB,No,Masculino,No,Sí,Sí,11,Sí,No,Fibra óptica,No,No,No,No,Sí,Sí,Mensual,No,Cheque electrónico,3.02,90.6,1020.2
7929-DMBCV,No,Femenino,No,Sí,No,20,Sí,No,Fibra óptica,No,No,Sí,Sí,No,No,Mensual,Sí,Cheque por correo,2.7,81.0,1683.7
7929-SKFGK,No,Masculino,No,Sí,No,70,Sí,Sí,Fibra óptica,Sí,Sí,Sí,Sí,Sí,Sí,Dos años,No,Tarjeta de crédito (automático),3.81,114.3,8244.3
7931-PXHFC,Sí,Masculino,No,No,No,38,Sí,No,DSL,No,No,Sí,Sí,No,Sí,Un año,Sí,Cheque por correo,2.08,62.3,2354.8
7932-WPTDS,Sí,Femenino,Sí,Sí,No,1,No,Sin servicio telefónico,DSL,No,No,No,No,No,No,Mensual,Sí,Cheque electrónico,0.83,24.8,24.8
7938-OUHIO,Sí,Masculino,No,No,No,3,Sí,No,Fibra óptica,No,No,Sí,Sí,Sí,Sí,Mensual,Sí,Cheque electrónico,3.29,98.7,293.65
7940-UQQUG,No,Femenino,No,Sí,Sí,64,Sí,Sí,Fibra óptica,Sí,No,No,Sí,Sí,Sí,Un año,Sí,Transferencia bancaria (automática),3.48,104.4,6721.6
7941-RCJOW,No,Masculino,No,No,No,65,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,Sí,Tarjeta de crédito (automático),0.65,19.55,1218.65
7943-RQCHR,Sí,Femenino,No,No,No,9,Sí,Sí,Fibra óptica,No,No,No,No,Sí,Sí,Mensual,Sí,Cheque electrónico,3.16,94.75,889.9
7945-HLKEA,No,Femenino,No,No,No,60,Sí,Sí,DSL,Sí,No,Sí,Sí,No,No,Un año,No,Cheque electrónico,2.16,64.75,4039.5
7945-PRBVF,No,Masculino,No,No,No,35,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Transferencia bancaria (automática),0.72,21.45,705.45
7950-XWOVN,No,Masculino,No,No,No,11,No,Sin servicio telefónico,DSL,No,Sí,Sí,No,No,No,Mensual,No,Cheque por correo,1.16,34.7,383.55
7951-QKZPL,Sí,Femenino,No,Sí,Sí,33,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,Sí,Cheque por correo,0.82,24.5,740.3
7951-VRDVK,No,Femenino,No,No,No,36,Sí,No,DSL,Sí,Sí,Sí,Sí,Sí,Sí,Un año,No,Transferencia bancaria (automática),2.86,85.85,3003.55
7952-OBOYL,No,Masculino,No,No,No,3,Sí,No,Fibra óptica,No,No,Sí,Sí,Sí,No,Mensual,Sí,Cheque por correo,2.99,89.85,244.45
7954-MLBUN,No,Masculino,No,No,No,31,Sí,No,Fibra óptica,No,No,Sí,Sí,Sí,Sí,Dos años,No,Transferencia bancaria (automática),3.32,99.45,3109.9
7956-XQWGU,No,Masculino,No,No,No,27,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,Sí,Tarjeta de crédito (automático),0.65,19.4,460.25
7957-RYHQD,Sí,Femenino,Sí,No,No,40,Sí,No,Fibra óptica,Sí,Sí,No,No,No,No,Mensual,Sí,Tarjeta de crédito (automático),2.64,79.2,3233.85
7963-GQRMY,Sí,Femenino,No,Sí,Sí,3,Sí,No,DSL,No,No,No,No,No,No,Mensual,No,Cheque por correo,1.48,44.3,134.5
7963-SHNDT,No,Femenino,No,No,No,52,No,Sin servicio telefónico,DSL,Sí,Sí,No,Sí,No,No,Dos años,No,Cheque por correo,1.3,39.1,1982.1
7964-VEXDG,No,Masculino,No,No,Sí,21,Sí,Sí,Fibra óptica,Sí,No,No,No,No,No,Mensual,No,Cheque electrónico,2.68,80.35,1747.2
7964-YESJC,No,Femenino,No,Sí,No,24,Sí,Sí,DSL,Sí,Sí,Sí,No,No,No,Mensual,No,Cheque por correo,2.21,66.3,1559.45
7964-ZRKKG,No,Masculino,No,Sí,No,67,Sí,Sí,Fibra óptica,No,Sí,No,No,Sí,No,Un año,Sí,Transferencia bancaria (automática),2.95,88.4,5798.3
7966-YOTQW,No,Masculino,No,No,No,10,Sí,Sí,DSL,Sí,No,No,No,No,No,Mensual,Sí,Tarjeta de crédito (automático),1.82,54.5,568.2
7967-HYCDE,No,Masculino,No,No,No,8,Sí,No,Fibra óptica,No,No,No,No,No,No,Mensual,No,Transferencia bancaria (automática),2.36,70.7,553.4
7968-QUXNS,No,Masculino,No,No,No,6,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque por correo,0.63,18.95,110.15
7969-AULMZ,Sí,Femenino,No,No,No,21,Sí,Sí,Fibra óptica,No,No,No,No,Sí,Sí,Mensual,Sí,Cheque electrónico,3.24,97.35,2119.5
7969-FFOWG,No,Masculino,No,Sí,Sí,65,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Cheque por correo,0.66,19.9,1292.6
7971-HLVXI,No,Masculino,No,Sí,Sí,72,Sí,Sí,Fibra óptica,No,No,No,No,No,Sí,Dos años,Sí,Tarjeta de crédito (automático),2.82,84.5,6130.85
7973-DZRKH,No,Femenino,No,No,Sí,66,Sí,Sí,Fibra óptica,Sí,No,Sí,Sí,No,No,Dos años,Sí,Tarjeta de crédito (automático),3.03,90.95,5930.05
7975-JMZNT,No,Masculino,No,Sí,No,66,Sí,Sí,DSL,Sí,Sí,Sí,Sí,Sí,Sí,Dos años,No,Transferencia bancaria (automática),3.06,91.7,6075.9
7975-TZMLR,No,Masculino,No,No,No,47,Sí,Sí,Fibra óptica,No,Sí,Sí,No,Sí,Sí,Un año,Sí,Cheque electrónico,3.44,103.1,4889.3
7976-CICYS,No,Masculino,No,No,No,4,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,Sí,Tarjeta de crédito (automático),0.69,20.7,83.75
7977-HXJKU,No,Masculino,No,No,Sí,21,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Cheque por correo,0.65,19.6,397.0
7978-DKUQH,No,Femenino,No,Sí,No,25,Sí,No,Fibra óptica,No,No,Sí,No,No,No,Mensual,Sí,Cheque electrónico,2.49,74.6,1797.75
7979-CORPM,Sí,Masculino,No,No,No,24,Sí,Sí,Fibra óptica,No,Sí,No,No,Sí,No,Mensual,Sí,Tarjeta de crédito (automático),3.02,90.55,2282.55
7980-MHFLQ,No,Femenino,No,Sí,Sí,72,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Cheque por correo,0.83,24.9,1859.2
7982-VCELR,No,Femenino,No,No,No,36,Sí,No,Fibra óptica,No,Sí,No,No,Sí,Sí,Mensual,Sí,Tarjeta de crédito (automático),3.16,94.8,3565.65
7989-AWGEH,No,Masculino,No,Sí,Sí,49,No,Sin servicio telefónico,DSL,Sí,No,No,No,No,Sí,Mensual,Sí,Cheque electrónico,1.31,39.2,1838.15
7989-CHGTL,Sí,Masculino,No,No,No,1,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,Sí,Cheque por correo,0.65,19.6,19.6
7989-VCQOH,No,Masculino,No,Sí,Sí,18,Sí,No,DSL,Sí,No,Sí,Sí,Sí,Sí,Mensual,No,Cheque electrónico,2.78,83.25,1611.15
7993-NQLJE,No,Masculino,No,Sí,Sí,15,Sí,No,Fibra óptica,Sí,No,No,No,No,No,Mensual,No,Cheque por correo,2.5,75.1,1151.55
7993-PYKOF,Sí,Masculino,No,Sí,No,8,Sí,No,Fibra óptica,Sí,No,No,No,No,No,Mensual,No,Cheque electrónico,2.5,75.0,632.95
7994-UYIVZ,No,Masculino,No,Sí,No,8,Sí,Sí,Fibra óptica,No,No,No,No,No,Sí,Mensual,Sí,Transferencia bancaria (automática),2.86,85.65,659.45
7994-XIRTR,No,Masculino,Sí,No,No,54,Sí,No,DSL,No,No,Sí,Sí,No,Sí,Un año,No,Transferencia bancaria (automática),2.17,65.25,3529.95
7995-ZHHNZ,No,Masculino,No,Sí,No,42,Sí,Sí,DSL,Sí,No,No,No,No,No,Un año,No,Tarjeta de crédito (automático),1.87,56.1,2386.85
7996-BPXHY,No,Femenino,No,Sí,Sí,13,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,Sí,Transferencia bancaria (automática),0.83,25.0,332.5
7996-MHXLW,No,Femenino,No,No,No,66,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,Sí,Tarjeta de crédito (automático),0.84,25.15,1683.6
7997-EASSD,No,Femenino,No,Sí,No,63,Sí,Sí,Fibra óptica,No,No,No,Sí,No,No,Un año,Sí,Tarjeta de crédito (automático),2.71,81.2,4965.1
7998-WNZEM,No,Masculino,No,No,No,71,Sí,Sí,DSL,Sí,Sí,Sí,Sí,No,Sí,Dos años,No,Transferencia bancaria (automática),2.69,80.6,5708.2
7998-ZLXWN,No,Femenino,No,Sí,No,15,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Tarjeta de crédito (automático),0.68,20.45,330.8
8000-REIQB,Sí,Femenino,Sí,No,No,1,Sí,No,Fibra óptica,No,No,No,No,No,No,Mensual,Sí,Cheque electrónico,2.33,69.95,69.95
8003-EWNDZ,No,Femenino,No,No,No,10,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,Sí,Cheque electrónico,0.71,21.2,222.65
8006-PYCSW,No,Femenino,No,No,No,2,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque por correo,0.67,20.1,39.8
8007-YYPWD,No,Femenino,No,No,No,15,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Transferencia bancaria (automática),0.84,25.05,369.1
8008-ESFLK,No,Femenino,No,Sí,No,53,Sí,No,Fibra óptica,Sí,Sí,Sí,Sí,Sí,Sí,Un año,No,Cheque electrónico,3.68,110.5,5835.5
8008-HAWED,Sí,Masculino,No,No,No,14,No,Sin servicio telefónico,DSL,No,No,Sí,No,Sí,Sí,Mensual,Sí,Cheque electrónico,1.69,50.75,712.75
8008-OTEZX,No,Femenino,No,Sí,Sí,35,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un año,No,Cheque por correo,0.65,19.65,708.8
8010-EZLOU,Sí,Masculino,Sí,No,No,15,Sí,Sí,Fibra óptica,No,Sí,No,No,No,No,Mensual,Sí,Cheque electrónico,2.67,80.2,1217.25
8012-SOUDQ,No,Femenino,Sí,No,No,43,Sí,Sí,Fibra óptica,No,Sí,No,No,Sí,No,Mensual,Sí,Cheque electrónico,3.01,90.25,3838.75
8015-IHCGW,No,Femenino,No,Sí,Sí,72,Sí,Sí,Fibra óptica,Sí,Sí,Sí,Sí,Sí,Sí,Dos años,Sí,Cheque electrónico,3.85,115.5,8425.15
8016-NCFVO,No,Masculino,Sí,No,No,55,Sí,Sí,Fibra óptica,Sí,Sí,Sí,Sí,Sí,Sí,Mensual,Sí,Cheque electrónico,3.88,116.5,6382.55
8016-ZMGMO,No,Femenino,Sí,Sí,No,66,Sí,Sí,DSL,No,Sí,Sí,No,Sí,No,Un año,Sí,Transferencia bancaria (automática),2.36,70.85,4738.85
8017-LXHFA,Sí,Femenino,Sí,No,No,23,Sí,No,Fibra óptica,No,Sí,No,No,Sí,Sí,Mensual,Sí,Cheque electrónico,3.16,94.75,2293.6
8017-UVSZU,No,Femenino,No,Sí,No,40,Sí,Sí,DSL,No,Sí,No,No,No,No,Mensual,No,Tarjeta de crédito (automático),1.89,56.6,2379.1
8019-ENHXU,Sí,Masculino,No,Sí,No,42,Sí,Sí,Fibra óptica,No,Sí,Sí,Sí,No,Sí,Mensual,Sí,Cheque electrónico,3.32,99.45,4138.05
8020-BWHYL,Sí,Femenino,Sí,No,No,15,Sí,No,Fibra óptica,No,Sí,No,No,No,No,Mensual,Sí,Tarjeta de crédito (automático),2.51,75.3,1147.45
8022-BECSI,No,Masculino,No,No,No,22,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un año,No,Cheque por correo,0.65,19.6,422.5
8023-QHAIO,No,Femenino,Sí,Sí,No,56,Sí,Sí,Fibra óptica,No,No,No,Sí,No,No,Mensual,Sí,Transferencia bancaria (automática),2.56,76.85,4275.75
8024-XNAFQ,No,Femenino,Sí,No,No,72,Sí,Sí,Fibra óptica,Sí,Sí,Sí,Sí,No,Sí,Dos años,Sí,Transferencia bancaria (automática),3.58,107.4,7748.75
8028-PNXHQ,No,Masculino,No,Sí,Sí,62,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,Sí,Transferencia bancaria (automática),0.81,24.25,1424.6
8029-XYPWT,No,Masculino,Sí,Sí,No,71,Sí,Sí,Fibra óptica,Sí,Sí,Sí,Sí,Sí,Sí,Dos años,Sí,Transferencia bancaria (automática),3.84,115.05,8016.6
8033-ATFAS,No,Femenino,No,Sí,Sí,39,Sí,No,DSL,No,No,Sí,No,Sí,No,Mensual,Sí,Cheque por correo,2.0,59.85,2341.5
8033-VCZGH,No,Masculino,No,Sí,No,50,Sí,Sí,Fibra óptica,Sí,No,Sí,No,Sí,Sí,Un año,Sí,Cheque electrónico,3.47,103.95,5231.3
8034-RYTVV,No,Femenino,No,No,No,55,Sí,Sí,Fibra óptica,Sí,No,Sí,No,No,No,Un año,Sí,Tarjeta de crédito (automático),2.81,84.25,4589.85
8035-BUYVG,Sí,Masculino,No,Sí,No,40,No,Sin servicio telefónico,DSL,Sí,Sí,Sí,No,No,No,Un año,Sí,Cheque electrónico,1.41,42.35,1716.45
8035-PWSEV,No,Femenino,No,No,No,6,Sí,No,Fibra óptica,No,No,Sí,Sí,No,Sí,Mensual,Sí,Cheque electrónico,2.98,89.25,487.05
8039-ACLPL,No,Femenino,No,Sí,Sí,72,Sí,No,DSL,Sí,Sí,Sí,No,No,Sí,Dos años,No,Tarjeta de crédito (automático),2.29,68.75,4888.2
8039-EQPIM,No,Masculino,No,Sí,No,69,No,Sin servicio telefónico,DSL,Sí,No,Sí,Sí,Sí,Sí,Dos años,No,Transferencia bancaria (automática),2.01,60.25,4055.5
8040-MNRTF,No,Femenino,No,No,No,1,Sí,No,Fibra óptica,No,No,No,No,No,No,Mensual,No,Cheque por correo,2.37,71.1,71.1
8041-TMEID,No,Masculino,Sí,Sí,No,63,Sí,Sí,Fibra óptica,Sí,Sí,Sí,No,Sí,Sí,Dos años,No,Tarjeta de crédito (automático),3.62,108.5,6991.9
8042-JVNFH,Sí,Masculino,No,No,No,1,Sí,No,Fibra óptica,No,No,No,No,No,No,Mensual,Sí,Cheque por correo,2.38,71.35,71.35
8042-RNLKO,No,Masculino,No,No,No,66,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un año,No,Transferencia bancaria (automática),0.85,25.45,1699.15
8043-PNYSD,No,Masculino,No,Sí,Sí,63,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Cheque por correo,0.65,19.55,1245.6
8044-BGWPI,No,Masculino,No,Sí,Sí,12,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,Sí,Cheque electrónico,0.7,21.15,306.05
8046-DNVTL,No,Masculino,No,Sí,No,62,No,Sin servicio telefónico,DSL,Sí,Sí,No,Sí,No,No,Dos años,Sí,Tarjeta de crédito (automático),1.29,38.6,2345.55
8048-DSDFQ,No,Masculino,No,No,No,1,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque por correo,0.67,20.2,20.2
8049-WJCLQ,No,Masculino,No,Sí,Sí,10,Sí,No,DSL,No,No,Sí,No,Sí,No,Mensual,No,Cheque por correo,2.01,60.2,563.5
8050-DVOJX,No,Masculino,Sí,No,No,49,Sí,Sí,DSL,Sí,Sí,Sí,Sí,No,Sí,Dos años,No,Tarjeta de crédito (automático),2.71,81.35,4060.9
8050-WYBND,No,Femenino,No,No,Sí,22,No,Sin servicio telefónico,DSL,No,No,Sí,No,Sí,Sí,Un año,Sí,Tarjeta de crédito (automático),1.65,49.45,1031.4
8050-XGRVL,No,Femenino,No,Sí,Sí,62,Sí,No,DSL,Sí,No,Sí,No,No,No,Un año,No,Tarjeta de crédito (automático),1.82,54.75,3425.35
8051-HJRLT,Sí,Femenino,Sí,No,No,1,Sí,No,Fibra óptica,No,No,No,No,No,No,Mensual,Sí,Cheque electrónico,2.35,70.55,70.55
8053-WWDRO,Sí,Femenino,No,Sí,No,6,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Transferencia bancaria (automática),0.65,19.5,146.3
8058-DMYRU,No,Masculino,Sí,No,No,54,Sí,Sí,Fibra óptica,No,Sí,No,No,No,Sí,Mensual,Sí,Cheque electrónico,3.0,90.05,4931.8
8058-INTPH,Sí,Femenino,No,No,No,1,Sí,No,Fibra óptica,No,No,No,No,Sí,No,Mensual,Sí,Cheque electrónico,2.66,79.65,79.65
8058-JMEQO,Sí,Femenino,Sí,No,No,9,Sí,Sí,Fibra óptica,No,No,No,No,No,Sí,Mensual,Sí,Cheque electrónico,2.82,84.45,762.5
8059-UDZFY,No,Femenino,Sí,No,Sí,33,Sí,Sí,Fibra óptica,No,Sí,Sí,No,Sí,Sí,Mensual,Sí,Transferencia bancaria (automática),3.51,105.35,3465.05
8060-HIWJJ,No,Masculino,No,No,No,64,Sí,Sí,DSL,No,Sí,Sí,Sí,Sí,Sí,Dos años,No,Tarjeta de crédito (automático),2.88,86.55,5632.55
8062-YBDOE,Sí,Masculino,Sí,No,No,1,Sí,No,Fibra óptica,No,No,No,No,No,No,Mensual,Sí,Cheque electrónico,2.32,69.65,69.65
8063-GBATB,Sí,Femenino,Sí,No,No,27,Sí,Sí,Fibra óptica,No,No,No,No,No,Sí,Mensual,Sí,Cheque electrónico,2.84,85.25,2287.25
8063-RJYNF,Sí,Masculino,No,No,No,16,Sí,No,Fibra óptica,Sí,No,No,No,Sí,Sí,Mensual,Sí,Cheque electrónico,3.14,94.25,1483.25
8064-RAVOH,No,Masculino,No,No,Sí,1,Sí,No,DSL,No,No,Sí,No,No,No,Mensual,Sí,Cheque electrónico,1.66,49.85,49.85
8065-BVEPF,No,Masculino,Sí,No,No,65,Sí,No,Fibra óptica,No,Sí,Sí,No,Sí,Sí,Mensual,Sí,Transferencia bancaria (automática),3.3,99.1,6496.15
8065-QBYTO,No,Femenino,Sí,No,No,71,Sí,Sí,Fibra óptica,Sí,Sí,No,Sí,Sí,No,Un año,Sí,Tarjeta de crédito (automático),3.32,99.65,7181.25
8065-YKXKD,Sí,Femenino,No,No,No,10,Sí,Sí,Fibra óptica,No,No,No,No,No,No,Mensual,Sí,Cheque electrónico,2.49,74.75,799.65
8066-POXGX,Sí,Femenino,No,No,No,13,No,Sin servicio telefónico,DSL,No,No,No,No,No,Sí,Mensual,Sí,Cheque electrónico,1.17,35.1,446.1
8067-NIOYM,No,Femenino,No,Sí,Sí,24,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,Sí,Tarjeta de crédito (automático),0.7,21.1,490.65
8069-RHUXK,No,Femenino,No,Sí,Sí,67,No,Sin servicio telefónico,DSL,Sí,No,No,Sí,No,No,Dos años,No,Tarjeta de crédito (automático),1.19,35.7,2545.7
8069-YQQAJ,No,Masculino,No,No,No,14,No,Sin servicio telefónico,DSL,No,Sí,No,No,No,No,Mensual,Sí,Cheque por correo,1.04,31.1,419.7
8070-AAWZP,No,Masculino,Sí,Sí,No,24,No,Sin servicio telefónico,DSL,No,No,Sí,Sí,No,No,Mensual,No,Cheque por correo,1.14,34.25,828.2
8071-SBTRN,No,Femenino,No,No,No,70,Sí,Sí,Fibra óptica,Sí,Sí,Sí,No,Sí,Sí,Dos años,Sí,Cheque por correo,3.7,111.15,7737.55
8073-IJDCM,Sí,Femenino,No,No,No,1,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,Sí,Cheque por correo,0.68,20.3,20.3
8075-GXIUB,No,Masculino,Sí,Sí,No,9,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un año,No,Tarjeta de crédito (automático),0.66,19.85,183.15
8076-FEZKJ,No,Masculino,No,No,No,10,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un año,No,Cheque por correo,0.65,19.5,225.85
8079-XRJRS,Sí,Masculino,No,Sí,No,65,Sí,Sí,Fibra óptica,Sí,Sí,Sí,No,No,No,Un año,No,Cheque electrónico,2.99,89.75,5769.6
8080-DDEMJ,Sí,Masculino,Sí,No,No,1,Sí,No,DSL,No,No,No,No,No,No,Mensual,No,Cheque electrónico,1.5,45.1,45.1
8080-POTJR,No,Femenino,No,No,No,30,Sí,Sí,DSL,Sí,No,Sí,No,Sí,Sí,Un año,Sí,Tarjeta de crédito (automático),2.64,79.3,2427.1
8082-GHXOP,No,Masculino,No,No,Sí,13,Sí,No,DSL,No,No,No,No,No,No,Mensual,No,Cheque por correo,1.47,44.0,659.35
8083-YTZES,Sí,Masculino,No,No,No,4,Sí,Sí,Fibra óptica,No,No,No,No,No,No,Mensual,Sí,Cheque electrónico,2.48,74.35,265.35
8084-OIVBS,No,Femenino,No,No,No,11,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un año,No,Cheque por correo,0.67,20.0,211.95
8085-MSNLK,No,Femenino,No,Sí,No,62,Sí,Sí,Fibra óptica,Sí,Sí,Sí,Sí,Sí,Sí,Dos años,No,Cheque por correo,3.8,113.95,6891.4
8086-OVPWV,Sí,Masculino,No,No,No,2,Sí,No,Fibra óptica,No,No,No,No,No,Sí,Mensual,Sí,Cheque electrónico,2.67,80.2,181.1
8087-LGYHQ,No,Masculino,No,No,No,9,Sí,No,Fibra óptica,No,No,Sí,No,Sí,Sí,Mensual,Sí,Cheque electrónico,3.14,94.05,811.65
8089-UZWLX,No,Femenino,Sí,No,No,71,Sí,Sí,Fibra óptica,No,No,Sí,No,Sí,Sí,Dos años,No,Transferencia bancaria (automática),3.47,104.05,7413.55
8091-TTVAX,No,Masculino,No,Sí,No,58,Sí,Sí,Fibra óptica,No,No,Sí,No,Sí,Sí,Un año,No,Tarjeta de crédito (automático),3.34,100.35,5681.1
8092-NLTGF,No,Masculino,No,No,No,72,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Transferencia bancaria (automática),0.82,24.75,1777.6
8095-WANWK,No,Femenino,No,No,No,10,Sí,No,DSL,No,No,No,No,No,No,Mensual,No,Cheque por correo,1.51,45.25,428.7
8096-LOIST,No,Femenino,No,No,No,19,Sí,No,DSL,No,No,No,No,No,Sí,Mensual,Sí,Cheque electrónico,1.87,56.2,1093.4
8097-OMULG,No,Masculino,No,Sí,Sí,59,Sí,No,DSL,No,Sí,Sí,Sí,Sí,Sí,Un año,No,Tarjeta de crédito (automático),2.56,76.75,4541.9
8097-VBQTZ,No,Masculino,No,No,No,54,Sí,No,DSL,Sí,Sí,No,Sí,Sí,No,Mensual,Sí,Cheque por correo,2.33,69.9,3883.3
8098-LLAZX,Sí,Femenino,Sí,No,No,4,Sí,Sí,Fibra óptica,No,No,No,No,Sí,Sí,Mensual,Sí,Cheque electrónico,3.18,95.45,396.1
8098-TDCBU,No,Femenino,No,Sí,No,42,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Cheque electrónico,0.84,25.25,1108.2
8099-MZPUJ,No,Masculino,No,Sí,Sí,48,Sí,Sí,Fibra óptica,Sí,Sí,Sí,Sí,Sí,Sí,Dos años,No,Tarjeta de crédito (automático),3.73,111.8,5443.65
8100-HZZLJ,No,Femenino,No,No,Sí,43,Sí,No,DSL,Sí,Sí,No,No,No,Sí,Mensual,Sí,Cheque electrónico,2.13,63.95,2737.05
